"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 26 14:20:51 CST 2021","Tue Oct 26 14:20:51 CST 2021","0","","test_login","TestLogin","","","test_01_li",""
"passed","Tue Oct 26 14:20:51 CST 2021","Tue Oct 26 14:20:51 CST 2021","0","","test_login","TestLogin","","","test_02[2-2.1]",""
"passed","Tue Oct 26 14:20:51 CST 2021","Tue Oct 26 14:20:51 CST 2021","0","","test_login","TestLogin","","","test_02[1-1.2]",""
